Name,Rating,Price,Category,Lat,Long,City,Address,Zip
Luke's Lobster Downtown Crossing,4.0,$$,Seafood,42.3573615319478,-71.0581687974614,Boston,290 Washington St,02108
Banh Mi Ba Le,4.0,$,"Vietnamese, Sandwiches",42.3148574,-71.0567825,Dorchester,1052 Dorchester Ave,02125
Jerk,4.0,$$,"Caribbean, Bars, Chicken Shop",42.308,-71.06535,Dorchester,310 Bowdoin St,02122
Anoush'ella,4.0,$$,"Lebanese, Mediterranean, Armenian",42.338903,-71.073977,Boston,35 W Newton St,02118
Mi Salvador & Mexicano,3.5,$$,Mexican,42.3903713,-71.0386613,Chelsea,222 Broadway,02150
Q Restaurant,4.0,$$,"Chinese, Sushi Bars, Hot Pot",42.3517075922991,-71.0625610949003,Boston,660 Washington St,02111
The Similans,4.0,$$,Thai,42.366363,-71.07809,Cambridge,145 1st St,02142
Pier 6 Boston Waterfront,3.5,$$,"Bars, American (New), Seafood",42.3753776311845,-71.0533709628772,Charlestown,1 8th St,02129
The Corner Mini Market,4.5,$,"Grocery, Convenience Stores",42.3818039149046,-71.0204536467791,Boston,515 Bennington St,02128
The Playwright,4.0,-----,"American (Traditional), Bars",42.33579,-71.0381,Boston,658 E Broadway,02127
Jeveli's Restaurant,3.5,$$,"Italian, Bars",42.3795627367404,-71.0274490718168,Boston,387 Chelsea St,02128
Dumpling Cafe,3.0,$$,"Taiwanese, Chinese, Cafes",42.351215,-71.063125,Boston,695 Washington St,02111
Cafe Colombia,5.0,-----,Cafes,42.3706818,-71.0387421,Boston,17 Meridian St,02128
Galley Diner,4.5,$,"Diners, American (Traditional)",42.337799,-71.027351,South Boston,11 P St,02127
Tikkaway Fresh Indian Grill,4.0,$,"Indian, Vegan, Gluten-Free",42.350888388135,-71.0462572274013,Boston,55 Boston Wharf Rd,02210
The Social Register,4.0,$$,"Tapas/Small Plates, American (New), Seafood",42.34302,-71.04513,Boston,401 D St,02210
Fresco's Roast Beef & Seafood,4.5,$$,"Seafood, Sandwiches, Pasta Shops",42.4294438512402,-71.0477199777961,Malden,775 Eastern Ave,02148
Tony & Elaine’s,4.5,-----,Italian,42.36559,-71.05812,Boston,111 N Washington St,02114
The Salty Pig,4.0,$$,"American (New), Italian, Pizza",42.346881,-71.076121,Boston,130 Dartmouth St,02116
Chongqing Liuyishou,3.5,$$$,Hot Pot,42.35112,-71.0628,Boston,702 Washington St,02111
Pollos A La Brasa El Chalan,3.0,$$,"Peruvian, Latin American",42.3797799,-71.027,Boston,405 Chelsea St,02128
Myers & Chang,4.0,$$,"Asian Fusion, Taiwanese, Cocktail Bars",42.3438187315924,-71.066250270967,Boston,1145 Washington St,02118
Taiwan Café,3.5,$$,"Taiwanese, Chinese",42.351503,-71.060239,Boston,34 Oxford St,02111
Darrna,4.0,-----,Mediterranean,42.4263714329863,-71.0677480325103,Malden,12 Pleasant St,02148
Johnny Rockets,2.5,$$,"Burgers, Sandwiches, Diners",42.380875,-71.051522,Boston,300 Terminal C Rd,02128
Shabu-Zen,4.0,$$,"Hot Pot, Do-It-Yourself Food, Fondue",42.3508174908521,-71.0606166602329,Boston,16 Tyler St,02111
Habesha Ethiopian Restaurant,4.0,$$,"Ethiopian, Wine Bars",42.4288127989661,-71.0668732970953,Malden,535 Main St,02148
Sabrine Bakery & Cafe,4.0,-----,"Bakeries, Middle Eastern, Breakfast & Brunch",42.40629,-70.99384,Revere,91 Centennial Ave,02151
Bao Bao Bakery & Cafe,4.0,$,"Bakeries, Cafes",42.3507896,-71.0612335,Boston,84 Harrison Ave,02111
Sabroso Taqueria,4.5,$,Mexican,42.35727,-71.05458,Boston,2 Oliver St,02109
Row 34,4.0,$$$,"American (New), Seafood, Bars",42.3495808510305,-71.0475044128162,Boston,383 Congress St,02210
Singh's Roti Shop,4.0,$,Caribbean,42.32022,-71.06246,Dorchester,692 Columbia Rd,02125
The Square Deli,4.5,$,"Delis, American (Traditional), Barbeque",42.40639,-71.05578,Everett,421 Broadway,02149
Monument Restaurant & Tavern,4.5,$$,"Bars, American (Traditional), Breakfast & Brunch",42.3769209851841,-71.0660490700896,Boston,251 Main St,02129
Dimino's Sub Sandwiches,3.5,$,"American (Traditional), Sandwiches",42.3991165161133,-70.9942321777344,Revere,190 Revere Beach Pkwy,02151
Legal Test Kitchen,3.5,$$,"Seafood, Breakfast & Brunch, Bars",42.363453,-71.0257812,Boston,1 Harborside Dr,02128
New Dong Khanh,4.0,$,"Vietnamese, Chinese, Bubble Tea",42.35093,-71.06158,Boston,83 Harrison Ave,02111
Shake Shack,3.5,$$,"Hot Dogs, Burgers, Ice Cream & Frozen Yogurt",42.3520660935486,-71.0466320604385,Boston,77 Seaport Blvd,02210
Two Doors Down Lounge,2.5,$$,American (New),42.4014663696289,-71.0060806274414,Revere,230 Lee Burbank Hwy,02151
Mana Escondido Café,4.5,$,"Spanish, Puerto Rican, Breakfast & Brunch",42.341303,-71.07573,Boston,68 Aguadilla St,02118
Subway,5.0,$,"Sandwiches, Fast Food",42.41061,-71.0003,Revere,3 Everett St,02151
The Marina Restaurant & Bar At the Wharf,4.0,$$,"Seafood, Bars, American (Traditional)",42.43091,-70.97926,Revere,543 N Shore Rd,02151
Blunch,4.5,$,"Breakfast & Brunch, Coffee & Tea, Sandwiches",42.3354929990873,-71.0747301578522,Boston,59 E Springfield St,02118
District Kitchen,4.0,$$,"Chinese, Noodles, Cocktail Bars",42.42765,-71.07362,Malden,2 Florence St,02148
BONAPITA,4.5,$,"Mediterranean, Bakeries, Food Delivery Services",42.3556009,-71.0586968,Boston,49 Franklin St,02110
Dine Boston,3.5,$$,Pizza,42.3699282228548,-71.0194349290961,Boston,1 Harborside Dr,02128
The Cheesecake Factory,3.0,$$,"American (New), Desserts",42.3680170714471,-71.0763394606628,Cambridge,100 Cambridgeside Pl,02141
North End Fish Market,4.5,$$,"Sushi Bars, Seafood, Japanese",42.36392,-71.0555399,Boston,99 Salem St,02113
Domino's Pizza,2.5,$,"Pizza, Chicken Wings, Sandwiches",42.384578704834,-71.0002517700195,Boston,1144 Saratoga St,02128
Kala Thai Cookery,4.5,-----,Thai,42.3619344297458,-71.0567727716506,Boston,151 Hanover St,02109
Tides Restaurants & Pub,3.0,$$,Seafood,42.436704,-70.936392,Nahant,2 Wilson Rd,01908
Common Ground Coffee Roasters,4.5,$,"Coffee & Tea, Breakfast & Brunch, Sandwiches",42.40233,-71.04391,Everett,1727 Revere Beach Pkwy,02149
C.G.K,3.5,$,"Breakfast & Brunch, Burgers",42.4301049,-71.0444875,Malden,906 Eastern Ave,02148
Pueblo Viejo 2,4.0,$$,Mexican,42.3788642883301,-71.0277862548828,Boston,309 Bennington St,02128
Dig Inn,4.0,$$,American (New),42.35761,-71.05838,Boston,277 Washington St,02108
James Hook & Co,4.0,$$,"Seafood, Seafood Markets",42.3549617,-71.0509737,Boston,15-17 Northern Ave,02110
Market Cafe & Deli,4.5,$$,"Coffee & Tea, Delis, Sandwiches",42.36974,-71.0395999,East Boston,20 Maverick Square,02128
El Típico Colombiano,5.0,-----,"Pizza, Empanadas, Colombian",42.4109632216632,-71.0626317896075,Everett,293 Main St,02149
Dumpling King,4.0,$,"Dim Sum, Imported Food",42.35161,-71.06094,Boston,40-44 Harrison Ave,02111
The Fish Shack,4.5,-----,Seafood,42.3450138,-71.063541,Boston,348 Harrison Ave,02118
Volare Restaurant and Bar,4.0,$$,"Italian, Lounges",42.41021,-71.01247,Revere,388 Broadway,02151
The Brewer's Fork,4.5,$$,"Pizza, Gastropubs, Wine Bars",42.37671,-71.05649,Boston,7 Moulton St,02129
Katz Bagel Bakery,4.5,$,"Bagels, Bakeries",42.3900299072266,-71.0361862182617,Chelsea,139 Park St,02150
Tatte Bakery & Cafe,4.0,$$,"Cafes, Bakeries",42.3578910827637,-71.0706329345703,Boston,70 Charles St,02114
Chinatown Cafe,4.0,$,Chinese,42.3475899,-71.06207,Boston,262 Harrison Ave,02111
Fuku Boston Seaport,3.5,$$,Chicken Shop,42.353272,-71.046872,Boston,43 Northern Ave,02210
Chelsea Tipico,3.5,$,"Spanish, Food",42.390090075454,-71.0344934168811,Chelsea,109 Shurtleff St,02150
New Sushi,4.0,$$,"Sushi Bars, Poke, Wraps",42.36106,-71.06318,Boston,106 Cambridge St,02114
Zo Greek,4.5,$,"Greek, Salad, Sandwiches",42.35908,-71.06011,Boston,3 Center Plz,02108
"MOOYAH Burgers, Fries & Shakes",4.0,$,"Burgers, American (Traditional), Ice Cream & Frozen Yogurt",42.3556458733097,-71.0625392077637,Boston,140 Tremont St,02111
Loco Taqueria and Oyster Bar,4.0,$$,"Cocktail Bars, Seafood, Mexican",42.3369670759542,-71.0477377406966,Boston,412 W Broadway,02127
Kelly’s Roast Beef,3.5,-----,American (Traditional),42.36342,-71.0257,Boston,1 Harborside Dr,02128
Yutaka Buffet,3.5,$$,"Buffets, Chinese, Japanese",42.4283204854287,-71.0123628426427,Revere,339 Sq Rd,02151
Alfredo's Italian Kitchen - South Boston,4.0,$,"Italian, Pizza",42.3328541890964,-71.0511880226845,South Boston,243 Dorchester St,02127
RYO Asian Fusion,2.0,$$,"Fast Food, Asian Fusion",42.3660894631418,-71.0162150214264,Boston,300 Terminal C,02128
Tacos Azteca,4.5,$$,"Latin American, Mexican",42.3962288,-71.0284805,Chelsea,700 Broadway,02150
Doughboy Donuts & Deli,4.0,$,"Donuts, Delis, Pizza",42.340114,-71.056768,Boston,220 Dorchester Ave,02127
Family pastry shop,3.5,$,Bakeries,42.38236,-70.98003,Winthrop,65 Revere St,02152
El Penol 2,4.0,-----,Colombian,42.4131728056428,-71.0103313359611,Revere,570A Broadway,02151
B.W.'s Grill,4.5,$,Breakfast & Brunch,42.418436,-71.0066641,Revere,843 Broadway,02151
Sun Kong,3.5,$$,"Dim Sum, Seafood, Noodles",42.42617,-71.06059,Malden,275 Eastern Ave,02148
UFood Grill,2.0,$,"American (Traditional), Sandwiches, Juice Bars & Smoothies",42.3632508604349,-71.0173535771851,Boston,1 Harborside Dr,02128
Dino's,4.0,$$,"Italian, Delis",42.36503,-71.05535,Boston,141 Salem St,02113
Al's State Street Cafe,4.5,$,Sandwiches,42.3593,-71.0548699,Boston,112 State St,02109
Boston Pocket & Deli,5.0,-----,"Delis, Sandwiches",42.3409690856934,-71.07666015625,Boston,682 Tremont St,02118
Pita,4.0,$,"Mediterranean, Middle Eastern, Moroccan",42.33975,-71.06499,Boston,473 Albany St,02118
S&L Subs II,4.0,-----,"Sandwiches, Delis",42.3936064352695,-71.0383096508458,Chelsea,139 Arlington St,02150
Wingstop,3.0,$$,Chicken Wings,42.37415,-71.04006,East Boston,173 Border St,02128
Clover Food Lab,4.0,$,"Sandwiches, Cafes, American (New)",42.3577277374409,-71.0591528738125,Boston,27 School St,02108
New Saigon Sandwich,4.0,$,"Delis, Vietnamese, Sandwiches",42.351176193839,-71.062741050927,Boston,696 Washington St,02111
Xi’An Rougamo,3.5,-----,"Chinese, Noodles",42.35583,-71.0604,Boston,417 Washington St,02110
Zo Greek,4.5,$,Greek,42.35924,-71.05532,Boston,92 State St,02109
Lithuanian Kitchen,4.5,$,"Modern European, Bars",42.3378974,-71.0488714,Boston,368 W Broadway,02127
Karo's BBQ,4.0,$,"Food Stands, Armenian",42.3549525,-71.0597632,Boston,1 Washington Mall,02110
The Farmacy Cafe,3.5,-----,"Juice Bars & Smoothies, Cafes",42.34427,-71.02903,Boston,25 Drydock Ave,02210
Bostonia Public House,4.0,$$,"American (New), Music Venues, Cocktail Bars",42.359213,-71.054296,Boston,131 State St,02109
Jimmy John's,3.0,$,"Sandwiches, Fast Food, Delis",42.3448352059657,-71.0435370894104,Boston,413 D St,02210
King Do Restaurant,4.0,$,Vietnamese,42.3086942732334,-71.0582486540079,Dorchester,1229 Dorchester Ave,02125
Decca,4.0,$$,"Burgers, Comfort Food, Sandwiches",42.3728202788089,-71.0555569121948,Boston,Charlestown Navy Yard,02129
Melo's Café,5.0,$,"Bakeries, Coffee & Tea, Juice Bars & Smoothies",42.380187,-71.027218,Boston,476 Saratoga St,02128
Locale,4.5,$$,"Italian, Pizza",42.3650849,-71.053187,Boston,352 Hanover St,02113
All Seasons Table,4.0,$$,"Chinese, Sushi Bars, Japanese",42.4268,-71.068994,Malden,64 Pleasant St,02148
Mast,4.0,-----,"Pizza, Italian",42.35703,-71.06018,Boston,45 Province St,02108
Vaanga,4.0,-----,"Indian, Halal",42.35807,-71.05508,Boston,102 Water St,02109
Piperi Mediterranean Grill,4.5,$,"Mediterranean, Salad, Sandwiches",42.3585362,-71.0607882,Boston,1 Beacon St,02108
New Deal Fruit,4.5,$$,"Delis, Sandwiches, International Grocery",42.4198735,-71.0057918,Revere,920 Broadway St,02151
Grainmaker,4.0,$$,Asian Fusion,42.353725081743,-71.0580912902872,Boston,91 Summer St,02110
MJ O'Connor's,3.0,$$,"American (Traditional), Cocktail Bars",42.34642,-71.04266,Boston,425 Summer St,02210
Fat Baby,3.5,-----,"Sushi Bars, Cocktail Bars, Breakfast & Brunch",42.3350692488597,-71.046265798519,Boston,118 Dorchester St,02127
Yankee Lobster,4.0,-----,Seafood,42.3444233868516,-71.0313719262815,Boston,23 Drydock Ave,02210
Oath Pizza - South Station,4.0,$,"Pizza, Salad",42.3510954711486,-71.0561760794073,Boston,700 Atlantic Ave,02111
New Golden Gate,3.5,$$,Chinese,42.3512652,-71.0595946,Boston,66 Beach St,02111
Woody's Pizza & Liquors,2.5,$,Pizza,42.3859444,-71.0054245,Boston,9 Barnes Ave,02128
Tu Casa Restaurant,4.0,-----,"Empanadas, Colombian, Dance Clubs",42.3919830322266,-71.0349731445312,Chelsea,403 Broadway,02150
Restaurante Cesaria,4.0,$$,Portuguese,42.30692,-71.06667,Dorchester,266 Bowdoin St,02122
Figaro's,4.5,$,Delis,42.3506813049316,-71.0583190917969,Boston,105 Beach St,02111
Americano Espresso Bar,4.0,$,"Coffee & Tea, Sandwiches",42.373835,-71.038923,Boston,155 Meridian St,02128
Toro,4.0,$$$,"Tapas Bars, Spanish, Cocktail Bars",42.3369631861411,-71.0758940796503,Boston,1704 Washington St,02118
The Brown Jug,3.5,$$,"Pizza, Sports Bars",42.4032536388909,-71.0229346257841,Chelsea,1014 Revere Beach Pkwy,02150
Garden Halal Meat,4.0,$,"African, Middle Eastern, Halal",42.3614642,-71.0563129,Boston,96 Blackstone St,02109
Reelhouse Restaurant,3.5,$$$,"American (New), Seafood",42.3713,-71.04394,Boston,6 New St,02128
Gene's Chinese Flatbread Cafe,4.0,$,"Chinese, Noodles",42.3534194,-71.0595619,Boston,86 Bedford St,02111
La Gran Manzana,4.0,$$,"Brazilian, Bars",42.37518,-71.0386,East Boston,22 Central Sq,02128
Pisa Pizza,4.0,$,"Pizza, Salad, Chicken Wings",42.42355,-71.0769399,Malden,133 Pearl St,02148
Emone Tofu,4.5,-----,"Korean, Barbeque, Soup",42.42976,-71.06097,Malden,184 Salem St,02148
The Chicken & Rice Guys - Downtown,4.0,$,"Middle Eastern, Caterers",42.3531834473695,-71.059730517579,Boston,85 Bedford St,02111
Legal Sea Foods,3.5,$$,"Seafood, Sandwiches",42.363458,-71.025778,Boston,1 Harborside Dr,02128
Wai Wai Restaurant,3.5,$,Chinese,42.35168,-71.06027,Boston,26 Oxford St,02111
Mulligans,4.5,$,"Sandwiches, Delis",42.3641164,-71.0593972,Boston,83 Canal St,02114
IHOP,2.5,$,"Breakfast & Brunch, American (Traditional), Burgers",42.42303,-71.00794,Revere,105 Squire Rd,02151
99 Restaurants,3.0,$$,"Seafood, Pubs, American (Traditional)",42.41077,-70.996907,Revere,121 Vfw Pkwy,02151
Ethel and Andy's Sandwich Shop,4.5,$,"Sandwiches, Cheesesteaks, Burgers",42.33803,-71.037291,Boston,134 K St,02127
Yang's Dumplings,5.0,-----,"Caterers, Dim Sum",42.312902,-71.074165,Boston,196 Quincy St,02128
The Kitchen Cafe,4.5,$,"Cafes, Breakfast & Brunch, Sandwiches",42.3510478,-71.0571382,Boston,104 South St,02111
Shojo,4.0,$$,"Asian Fusion, Japanese, Tapas Bars",42.35113,-71.06077,Boston,9A Tyler St,02111
Las Delicias Colombianas,3.5,$$,"Colombian, Bars",42.4082999,-70.99741,Revere,86 Shirley Ave,02151
Porters Bar & Grill,4.0,$$,"American (Traditional), Pubs, Burgers",42.3642896,-71.061702,Boston,173 Portland St,02114
M & M BBQ,4.0,-----,"Barbeque, Food Trucks",42.33117,-71.06737,Boston,155 Southampton St,02118
MMMac & Cheese,3.5,$,American (Traditional),42.3599200232836,-71.0555889358284,Boston,1 Faneuil Hall Marketplace,02109
The Warren Tavern,4.0,$$,"Bars, American (Traditional)",42.37422,-71.06311,Charlestown,2 Pleasant St,02129
Saigon Chicken House,4.0,$$,Vietnamese,42.30148,-71.06003,Boston,223 Adams St,02122
The Broadway,3.5,$$,"Pizza, Cocktail Bars, Burgers",42.33583,-71.03626,Boston,726 E Broadway,02127
City Tap House,4.0,$$,"Breakfast & Brunch, American (New), Beer Bar",42.3499185,-71.0470911,Boston,10 Boston Wharf Rd,02210
Luke's Lobster Seaport,4.0,$$,Seafood,42.3531093791494,-71.0462728939178,Boston,53 Northern Ave,02210
Taqueria El Charrito,4.0,$$,Mexican,42.3901634216309,-71.0371322631836,Chelsea,128 Pearl St,02150
Monica's Mercato,4.5,$$,"Specialty Food, Italian, Pizza",42.36511,-71.05558,Boston,130 Salem St,02113
Seoul - Boston,3.5,$$,"Korean, Sushi Bars, Japanese",42.3610198616213,-71.0648617625035,Boston,156 Cambridge St,02114
Parish Cafe and Bar,4.0,$$,"Sandwiches, American (Traditional), Cocktail Bars",42.351822284275,-71.071625035216,Boston,361 Boylston St,02116
Honey Honey Dessert Cafe,4.0,$,"Sandwiches, Cafes, Bakeries",42.4273875828179,-71.0671238097459,Malden,480 Main St,02148
MGH Canteen,4.0,$,Cafeteria,42.3625449,-71.0693701,Boston,55 Fruit St,02114
Margaritas Mexican Restaurant,3.0,$$,"Mexican, Bars",42.411783,-71.001232,Revere,85 American Legion Hwy,02151
Rondo's Sub Shop,4.5,$,"Sandwiches, Cheesesteaks, Burgers",42.3411312,-71.0541696,Boston,134 W Broadway,02127
Chicken and Rice Guys,4.0,$,"Halal, Mediterranean, Food Trucks",42.3574356928983,-71.0581149215664,Boston,280 Washington St,02108
Tawakal Halal Cafe,5.0,-----,African,42.36569,-71.02906,Boston,389 Maverick St,02128
Asia Gourmet,4.5,$,"Szechuan, Asian Fusion",42.4361,-71.0718307,Malden,264 Washington St,02148
The Hen House Wings 'n Waffles,3.0,$,"Chicken Wings, Southern, Comfort Food",42.32745,-71.06769,Boston,1033 Massachusetts Ave,02118
Downeast Cider House,4.5,$,Cideries,42.3644235,-71.0334794,Boston,256 Marginal St,02129
Punto Rojo,5.0,-----,Latin American,42.375419,-71.038177,East Boston,16 Bennington St,02128
Currito,2.5,-----,"Mexican, American (New), Juice Bars & Smoothies",42.3650527818729,-71.0227770070209,Boston,1 Harborside Dr,02228
Kien Giang Restaurant,4.0,$,Vietnamese,42.40295,-71.049202,Everett,1871 Revere Beach Pkwy,02149
Sweet Rice,3.5,$$,"Sushi Bars, Thai",42.3759862,-71.0647822,Boston,187 Main St,02129
El Triunfo,3.5,$,Mexican,42.3435162508759,-71.0647949649984,Boston,147 E Berkeley St,02118
Restaurante Montecristo,3.0,$,Latin American,42.375544117449,-71.038982199797,Boston,36 Central Sq,02128
Tatte Bakery & Cafe,4.0,-----,"Coffee & Tea, Bakeries, Breakfast & Brunch",42.3518302,-71.0430198,Boston,200 Pier Four Blvd,02210
Blaze Fast-Fire'd Pizza,4.5,$,"Pizza, Salad, Fast Food",42.3694145630183,-71.0770529649669,Cambridge,One Canal Park,02141
Boloco Atlantic Wharf,4.0,$,Mexican,42.3527145,-71.0525284,Boston,284 Congress St,02210
Lolly's Bakery,4.0,$,"Bakeries, Spanish",42.37712,-71.03331,Boston,158 Bennington St,02128
Liberty Diner,4.5,$$,Diners,42.3280699,-71.06828,Roxbury,1003 Massachusetts Ave,02118
State Street Provisions,4.0,$$,"American (New), Bars, Breakfast & Brunch",42.35944,-71.05113,Boston,255 State St,02109
Victoria's Diner,3.5,$$,"Diners, Breakfast & Brunch, American (Traditional)",42.327076,-71.066801,Boston,1024 Massachusetts Ave,02118
Galleria Umberto,4.5,$,"Pizza, Italian",42.3637299,-71.05425,Boston,289 Hanover St,02113
The Tip Tap Room,4.0,$$,"American (New), Bars",42.36105,-71.063986,Boston,138 Cambridge St,02114
All Star Pizza Bar,4.5,$,Pizza,42.3609580993652,-71.0658950805664,Boston,204 Cambridge St,02114
Rinas Pizzeria & Cafe,4.5,$,"Italian, Pizza",42.36488,-71.05314,Boston,371 Hanover St,02113
Koy,4.0,$$,"Korean, Asian Fusion",42.3605931357964,-71.056273070639,Boston,16 North St,02109
Golden Sea Bubble Tea & Ice Cream,2.5,$$,"Bubble Tea, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt",42.3749652,-70.9859862,Winthrop,71 Jefferson St,02152
Burger King,3.5,$,"Burgers, Fast Food",42.366045,-71.016468,Boston,1 Harborside Dr,02128
99 Restaurants,3.0,$$,"Pubs, American (Traditional), Desserts",42.37534,-71.06626,Charlestown,29-31 Austin St,02129
Peter Woo's,3.5,$$,"Chinese, Soup, Chicken Wings",42.409945,-71.0127351,Revere,374 Broadway,02151
Lincoln Tavern and Restaurant,4.0,$$,"American (New), Bars",42.33632,-71.04763,Boston,425 W Broadway,02127
Bova's Bakery,4.5,$,Bakeries,42.3651847483192,-71.0555430856871,Boston,134 Salem St,02113
Cha Cha Cha Taqueria,4.0,$,Mexican,42.3987499,-71.0630797,Everett,145 Broadway/ Rt 99,02149
Hien Vuong Restaurant,4.5,$,"Vietnamese, Chinese",42.29994,-71.06044,Dorchester,1487 Dorchester Ave,02122
El Kiosco Restaurant,4.0,$$,"Latin American, Bars",42.38711,-71.00761,Boston,972 Saratoga St,02128
Cinco De Mayo,3.0,$$,"Mexican, Tex-Mex",42.40697,-70.99318,Revere,124 Centennial Ave,02151
by CHLOE. Boston Seaport,3.5,$$,Vegan,42.3511251018597,-71.0442745532153,Boston,107 Seaport Blvd,02210
Rey Del Pollo,4.0,$,"Spanish, Dominican",42.3211795545741,-71.0776732116938,Boston,111 Blue Hill Ave,02119
Easy Pie,3.5,$$,"Pizza, Pubs, American (Traditional)",42.43206,-71.02305,Revere,649 Squire Rd,02151
Lolita Cocina & Tequila Fort Point,4.0,$$,"New Mexican Cuisine, Desserts, Bars",42.350274,-71.051305,Boston,253 Summer St,02210
Sousaku Bistro Japanese Tapas & Bar,4.0,$$,"Japanese, Tapas/Small Plates, Sushi Bars",42.42539,-71.06336,Malden,166 Eastern Ave,02148
Saltie Girl,4.5,$$$,"Seafood, Wine Bars, Cocktail Bars",42.3511377,-71.0776626,Boston,281 Dartmouth St,02116
Brinkleys Restaurant & Pub,2.5,$$,"Hotels, American (Traditional)",42.387839,-71.016669,Boston,225 William F McClellan,02128
Flaming Grill & Buffet,3.5,$$,"Buffets, Chinese, Japanese",42.4253117,-71.0422425,Malden,52 Broadway,02148
J Pace & Son - Waterfront,4.0,$,"Grocery, Italian, Delis",42.3482864462329,-71.0380000902748,Boston,225 Northern Ave,02210
Boloco Copley Square,4.0,$,"American (New), Mexican",42.35062,-71.07643,Boston,569 Boylston St,02116
Falafel King,4.0,$,"Middle Eastern, Falafel",42.3578462497398,-71.0578912496567,Boston,260 Washington St,02108
Great Chef Chinese Food Day Square,2.5,$$,"Chinese, Soup",42.37955,-71.02792,Boston,390 Chelsea St,02128
3 Amigos Bar & Grill,4.0,$$,"Mexican, American (New), Cocktail Bars",42.425859,-71.067301,Malden,375 Main St,02148
Mirisola's,4.5,$,"Italian, Pizza",42.331371307373,-71.0350112915039,Boston,200 L St,02127
Teriyaki House,3.0,$,"Japanese, Sushi Bars",42.3427099,-71.05637,Boston,32 W Broadway,02127
Fullrack Smokehouse,2.5,$,Smokehouse,42.402667,-71.0039833,Revere,297 Lee Burbank Hwy,02151
Boston Sail Loft,4.0,$$,"Bars, American (Traditional), Seafood",42.362543759667,-71.050748116975,Boston,80 Atlantic Ave,02110
Spinelli's Ravioli & Pastry Shoppe,3.5,$$,"Bakeries, Caterers",42.37896,-71.02883,East Boston,282 Bennington St,02128
The Harborwalk Cafe,3.5,-----,Cafes,42.371987,-71.058165,Charlestown,1 Constitution Pl,02129
Tatte Bakery & Cafe,4.5,$$,"Breakfast & Brunch, Bakeries, Coffee & Tea",42.3531415282921,-71.0571385724143,Boston,125 Summer St,02110
Pita Thyme,4.5,$,"Lebanese, Mediterranean",42.3580650427804,-71.0550380316331,Boston,102 Water St,02109
Clover Food Lab,4.0,$$,"Sandwiches, Cafes, American (New)",42.3540802001953,-71.0558700561523,Boston,160 Federal St,02110
Tertulias,3.5,-----,"Colombian, Venezuelan",42.374584197998,-71.0377960205078,Boston,28 Porter St,02128
Cabana Grill,4.0,$,"Salvadoran, Mexican",42.3783605,-71.0292334,Boston,254 Bennington St,02128
Kaze Shabu Shabu,4.0,$$,"Japanese, Hot Pot",42.3522693,-71.0614931,Boston,1 Harrison Ave,02111
El Santaneco Restaurant,3.5,$$,"Spanish, Salvadoran",42.3932797461748,-71.0348390042782,Chelsea,24 5th St,02150
Crave Mad for Chicken,3.5,$$,"Korean, Bars, Sushi Bars",42.3502805,-71.0607747,Boston,75 Kneeland St,02111
Ultra Spicy House,3.0,-----,Chinese,42.4254775203146,-71.0421795397997,Malden,60 Broadway,02148
Tavern In The Square,3.5,$$,"Sports Bars, American (New)",42.36572,-71.060117,Boston,120 Beverly St,02114
American Provisions,4.5,$$$,"Cheese Shops, Meat Shops, Sandwiches",42.3353899,-71.03982,South Boston,613 E Broadway,02127
Catrachos International Restaurant,4.0,$$,"Honduran, Spanish",42.3892376571894,-71.0404669493437,Chelsea,140 Broadway,02150
Wendy's,2.5,$,"Fast Food, Burgers",42.3609046269478,-71.0210518550752,Boston,1 Harborside Dr,02128
Boom Crispy Chicken,3.0,-----,"Chicken Wings, Chicken Shop, Japanese",42.35091,-71.06206,Boston,22 Kneeland St,02111
Honeycomb Cafe,4.5,$,"Coffee & Tea, Breakfast & Brunch, Sandwiches",42.3115792502875,-71.0539349913597,Boston,107-109 Savin Hill Ave,02125
Citrus & Salt,4.0,$$,"Cocktail Bars, Mexican",42.348728,-71.072284,Boston,142 Berkeley St,02116
honeygrow,3.5,$,"Salad, Noodles, Vegetarian",42.35146,-71.04371,Boston,100 Northern Ave,02210
Ernesto's,4.0,$,"Pizza, Desserts",42.363353729248,-71.0558242797852,Boston,69 Salem St,02113
Latinos Restaurant,4.5,$$,Latin American,42.37219,-71.03645,East Boston,88 Chelsea St,02128
Tatte Bakery & Cafe,4.5,$$,"Breakfast & Brunch, Sandwiches, Coffee & Tea",42.3517727229327,-71.0719061093801,Boston,399 Boylston St,02116
minigrow,4.0,$$,"Salad, Noodles, Vegetarian",42.3507011029412,-71.0763630509262,Boston,565 Boylston St,02116
Hidden Kitchen,4.0,$,"Delis, Salad, Sandwiches",42.33842,-71.06694,Boston,535 Albany St,02118
Sam Adams Brewhouse,3.0,$,"American (New), Breweries",42.3654247958281,-71.01787135005,Boston,18 Airport Rd - Departure Level,02128
Harpoon Brewery,4.5,$,Breweries,42.3470249808051,-71.0348596407489,Boston,306 Northern Ave,02210
La Chula,4.5,-----,Mexican,42.393511521683,-71.0339146479964,Chelsea,22 Washington Ave,02150
Style Cafe,4.0,$,Cafes,42.373752410498,-71.051664437253,Boston,197 8th St,02129
Thompson's Towne Liquor Mart,3.0,$$,"Beer, Wine & Spirits",42.3725053668022,-70.9718131273985,Winthrop,253 Washington Ave,02152
